text,label
روزنامه ایلاف: دیدار محرمانه مقامات اطلاعاتی ایران و اسراییل در اردن,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
کلاغی پرید و بر سرم رید و غار غار خندید و قار قار گفت:《چه نشسته ای که بنیان خانواده نیز، حلقه ای بود از زنجیر سرمایه داری که بر گردنِ چون تو بردگانی انسان نما، انداخته اند.》آه از این حلقه ها که به جای دست، بر گردنم آویخته اند,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
چنتا توییت دیدم گفتن برداشتنشمن جونم به این بسته بنده,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
شتتتتت مرزهای سو استفاده رو جا به جا کردن,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
دکتر جون خوب میشی 🌹 لعنت به چین,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
من همین توییتم بعد از اینکه موبایلمو از تو چاه توالت در آوردم زدم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
الان مستقیما باید گفت‌ کیرم تو عشق و عاشقی,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
یهو به خودم اومدم دیدم دارم سرانگشتی حساب می‌کنم لاکتیویا چقدر پول داده :)))),"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
از بین نمیره اصلا😑😂😂😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
به آزادی و سربلندی مان رأی دادیم و سرود ایمان را بر بلندای مناره های عشق، هم صدا شدیم #نظام_مردم,"0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
"
عکس گرفتن بخوره تو سرتون یکی اون بچه رو بگیره😱😂join👉⛱  ,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
ولی من تا وقتی مطمئن نشم مشکلت از مال من بررگتره خیالم راحت نمیشه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
این به اون در که همش تو تلویزیون ماست . خسته شدیم مرسی اه,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
گذاشتنم تو قرمساقی که فردا منم برم مهمونی. بابا من یه سگ پیر در شرف کچلی‌ام. ولم کنید.,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
حالا من پارسال رفته بودم دفاع ارشد رشته نمایش عروسکی موقع عکس گرفتن به ولای علی داورا و استاد راهنما و مشاور سر اینکه کی توی عکس خوب افتادن یا نه داشتن بچگونه حرف میزنند:)))) بعد دختره که دفاعش بود با دیش دیش کتکشون زد الکی و ساکت شدن:))),"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
دفتر مام به زودی راه میوفته تشریف بیار همونجایی ک گفتمه,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
یکیم بود رو من ۴ سال پیش کار میکرد دانشگاه نرم یک هیچ جلو بودم :) دوستت هم بعدا میفهمه 😂,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
در سالروز آزاد سازی خرمشهریادی کنیم از سال های نه چندان دور که بحرین به عنوان استان چهاردهم ایران اعلام شدولی با بی کفایتی پهلوی دوم از ایران جدا شد.,"0. 0. 0. 1. 0. 0. 1. 0. 0. 0.
"
خوبشو سراغ نداری ؟اسم دکتر قبلیم دکتر الهه قمشه ای بود,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
یکم به زندگیم هیجان میداد حداقل😂,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تنم بپوسد و خاکم به باد ریزه شودهنوز مهر تو باشد در استخوان ای دوست...#سعدی,"0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
"
😬😬😬 الان با تفنگ آبپاشش پيداش ميشه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
وا، مخم گوزید! یعنی چی؟,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
دانشجویان #دانشگاه_علامه_طباطبائی موفق به کسب مقام نخست موت‌کورت «داوری تجاری» از سومین دوره مسابقات اتاق بازرگانی ایران شدند.,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
*فکر نمی‌کنید کار اصلی‌تون چیه؟,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
این یعنی این جماعت کاری ندارن که کی جنایت کردهدر هر حال باید نظام متهم بشهقشنگ خودشونو لو میدن!خبر تجاوز سعید طوسی اونقدر موثقه که خبر تجاوز به اوشون تو لندن موثقه,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
تازه الانم سخنرانی رائفی پور رو دان کردم :)))),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
تیک نت بخریکسال دارمش و نه فزع سده و نه کند,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
ممنون که روم غیرت داری.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
یمدت نبودم چه پیشرفت کردید,"0. 0. 0. 0. 1. 1. 0. 0. 0. 0.
"
گشت نسبت:ببخشيد شما با ايشون چه نسبتي داريد؟-بنده معاون اموزشي مدرسه اين اقا پسر هستم.—پس عذر ميخوام مزاحم شدم.مسئله اي نيست بفرماييد به تجاوزتون ادامه بديد.#گشت_نسبت#تجاوز_دانش_اموز,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
اون روز احتمالا خوابشون میاد حال ندارن برن 😂😂😂,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
کصخل من که سعید نیستم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
دکتر گفت ممکنه نبینم. ولی خدارو شکر بخیر گذشت. اوکیم 😍,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
نورها میهمانان گریزپایندکه می توان در ناپایداری آنها اندکی شادی کرد.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
ایرانیان عزیز حالا که داریم به آزادی نزدیک میشیم مجاهدین خلق فعالیت و تبلیغات شون رو بیشتر کردن ازتون می‌خوام یک کمپین برای محاکمه رجوی ها تشکیل بدیم برای خیانت به ایران بعد از آزادی ایران با #محاکمه_رجوی,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
یادم نیست چی بود و کی بود ولی یه بار برا اکسو هم اینجو کردن و مقاله هم گذاشتن ولی خب چون کره‌ای بود نمتونستیم بخونیم و مقاله عه هم واس چیز دیگه‌ای بودالبته اگ درس یادم باشه فقط ی هاله خاطره یادمه😐😂تف ب حافظه‌عه ماهی قرمزی@weareone@onearewe@layzhang@_hundred_yun,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
کلا در ایران کسی مسئولیت به عهده نمیگیره. همتی کن خودت مسئولیت‌های همه رو قبول کن محمد,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
من هم مثل آقای صادق زیباکلام همیشه دوست دارم ایران در بازی های ملی ببازه تا کمتر شاهد نژاد پرستی ها و خود برتر بینی های ایرانیان باشیم،تورکیه۲-ایران ۱,"0. 0. 0. 0. 1. 0. 0. 0. 0. 1.
"
همینه که به‌ تنهایی دلیل میده!,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
خب پس خوبی دیگجسی از آنفالو,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
دلم میخواد الان یه شهر دیگه بودم و بارون میومد، وسط خیابون خالی نصف‌شب زیر بارون دراز میکشیدم و آهنگ youth گوش میدادم .,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
دلم ضعف رفت براش گازش بگیرید به من که اجازه نمیدن دست بزنم به نینیای فامیل میگن خطرناکی 😅یکی نیست بگه محبت کردن ما یه خورده خشنه خوب 😭,"0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
"
هوا سکسی، دل تنگ، حوصله سر، شکم گشنه، جیب خالی. حالا فک کن اسهالم بگیری این وسط :|,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
توئه کصخل می‌خوای منو پرزنت کنی😂خط به خط کصشراتو رفیق مجازیم از بر می‌گفت، اما نهایتش از فرگشت داروینیسم تقلیل داده شد به فرگشت خداباورانه. و پله پله تا پایگاه بسیج (((((:خلاصه واسه هرکی تفت میدی واسه من تفت نده.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
یه دوستیه من همیشه چیزی میخوام بخرم یا تعمیری باشه با ایشون هماهنگ میکنم خواستی پیجشو بهت میدم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
گاهی دلت از کسی میگیره که فک میکردی با همه آدما فرق داره...,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
ناهار كه دانشگاه غذا مفتي ميده:),"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
چند روز پیش رو مرورگر فایرفاکس لپتاپم که گوگل اکانت و هیچ چیزِ دیگه ایم روش لاگین نشده دنبال عکس یه دفترکار با دیزاین سفید بودم. الان پینترست برام چنین ناتیفیکیشنی فرستاده. وات د هل؟,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
امیدوارم همه تون ایرپادز یا ایربادز بگیرین ...🤌,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
هر کی بیداره دستش بالا ✋🏻بجای دست بالا کردن، لایک هم پذیرفته می‌شود 😊,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
جدا ما رئالیا الان باید خوشحال(از سیزدهمین قهرمانی) باشیم یا ناراحت(از رفتن زیزو)؟!؟!#ريال_مدريد_ليفربول #ealadrid #ealmadridiverpool #izou #,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
بسم رب #حسن_علیه_السلام..من #حسینی شده دست امام حسنم..میلاد کریم اهل البیت امام حسن( ع) مبارک.#امام_حسنی_ام,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
جداً من دارم درس می خونمچقدر هم داره از درس خوشم میاد,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
دوازدهم فروردین ماه ۱۳۵۸، روز بروز شخصیت حقیقی مردم ایران و روز تثبیت انقلاب اسلامی است. روز جمهوری اسلامی گرامی باد⁧#نظام_مردم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
اون انسان نرمال نیست خب جانم :)),"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
انقدر گريه كردم سرم داره ميتركه,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
و این کاربر هم از یه خارجی کپی کرده 😶😑,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
که خیلی زیبا تر و پسندیده تره 🤣,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
چون گاون 🦦 سوال بعدی؟,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
هیچی ندونای صدتا یه غاز,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
نه ازین حرفه ایا که تو تلویزیون اجرا دارن و هی میگن حالا پیازو سرخ میکنیم و سیب زمینی رو آروم و نرم اضافه میکنیم بهش و...,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
کرونا واسه قبیله‌ی اونا به پایان رسیده,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
عه استارک کجا اینجا کجا,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
فقط دیکته ننوشته بدونِ غلطه. اول انقلاب کسی علم غیب نداشت که اون اتفاقات میوفته. در ضمن مهندس سحابی سالهای بعد از انقلاب سختی های بسیار کشید . یاد بگیریم سیاه و سفید نبینیم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
در جستجوى قطعه اى از آسمانتهى از تراكم انديشه هاى پست#كوير_مرنجاب #كهكشان_راه_شيرى,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
خوش به حال بی کس و کارا استرس کرونا گرفتن اطرافیانشونو ندارن,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
چقدر خوب و درست مرا توصیف نمودی!😌😂❤ فدوت بشم الهی 😌 من خوبم شوما خوبی؟💃,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
از نظر دوز «پررویی» و «اعتماد به نفس» یاد «فخرالدین علی صفی» در «لطایف الطوایف» افتادم:مردی مدعی خدایی شد. خلیفه گفت تو که خدایی ، لابد خبر داری که پارسال کسی ادعای نبوت کرد و ما بر دارش کردیم. مرد گفت :«نیکو کردی بنده خوب من زیرا من او را به سوی شما نفرستاده بودم!».,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
میخام ببرمت اما نمیای کع😒,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
هیچی به اندازه هوش زیاد سکسی نیس,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
به نظر من هیچی توو دنیا بهتر از خوشحال کردن آدما نیست ♥️ یه لذت و حس خوشبختی دو طرفه ست 🌺🌺♥️ دمتون گرم واقعا,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
مشکل از جایی شروع شد که اکثر ماها توییتهای با جملات نامناسب رو بیشتر پسندیدیم و فیو کردیم !!!!,"0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
"
همین الان که بشدت داره بارون میاد ی آقای داشت با شلنگ ماشینش رو میشست 😐 #آب,"0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
"
میگم ظرف بیارم تو ظرف بزارم یا پلاستیک دارید,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
هیچی توی شب بهتر از موسیقی بی کلام پیانو نیستش.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
فراز و نشیب یه دولت احمق... باید به اینده امیدوار بود,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
امروز خیلی شلوغ بود تقریبا اکثر بچه ها بودنالبته من خودم نبودم امروز اصن@official__wonho,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
همیشه فکر میکردمدلیل پیشرفت نکردن کشورفرار مغز هاست، اما الان میفهمم که دلیلش موندن شل مغز ها و قدرت گرفتن اوناست.#پسرخاله,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
اينكه طرح معماري خوب  امروز همزمان با تهران در شهرهاي ديگر ايران هم از قبيل اروميه ، اصفهان ، مشهد ، مازندران و .... فعاليت ميكند و روز به روز به عده همكاران اين طرح اضافه ميشه اين خود نشان از نزديك شدن زمان خروج طرح معماري خوب از دوران گذارش هست و شروع دوران ارتقاء,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
عه یکی مثل من پیدا شد,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
"ازحذف کردن آدما اززندگیتون نترسید,اتفاق خاصی نمیوفته.زندگی قانون لیاقتهاست نه بی لیاقتها✌️","0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
دکتر عسگر خانی استاد دانشگاه تهران: باید علف میخوردیم اما #برجام را امضا نمیکردیم. #امنیت را فروختیم.,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
:) چند روزه که تو توئیتر مدام عکس پروفایل جدید از آدم‌ها می‌بینم. دلم شاد شد از این همه چهره‌ی زیبا و عکس‌های خوش‌ رنگ و لعاب. اینهمه صورت بشاش جداً خندونم کرد.,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
بله کباب ترش داره عالی و لش رشته و..,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
💜💜💜این اولین گفتگوی زنده‌مون بود. دکتر نیسانی قول دادن که بیش‌تر باهامون باشن، بس که همدم و همدم‌ی ها رو دوست داشتن. مرسی که باهامون بودین. برید لایو رو‌ نگاه کنین و به دوستاتون پیشنهاد بدین تا من هم فکری برای سیو کردنش بکنم!,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
بهترین سریال ژانر تاریخیاز همون اول برام جذاب بود تا قسمت آخر،پایان بندیشم خوب بود از گات درس عبرت گرفتن,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
داری به بلاک شدن میگی تقدیر,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
چه اپوزیسیون و چه طرفداران در زمین امام (ره) بازی میکنند جذاب نیست؟؟؟؟#اپوزیسیون#جمهوری_اسلامی_ایران#چین,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
باهاش برو تو جمع رفیقاش ... بعدش از رفیق هاش بد بگو ... اگه باهات بحث کرد پسر خوبیه ... اگر ساکت موند یا یه چیز بدم اون بهشون گفت ببوسش بزار کنار ...,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
چيه جريان اين پوستره من نگرفتم نكته رو ؟؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
كي و كجا بايد #گزارش_مديريت٩ساله رو ارائه بدن كي ميخوان پاسخگو باشن,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
ویدا قهرمانی در سانفرانسیسکو مرد. روحش شاد.من تا چند سال پیش که مشغول ساختن مستند فرهاد شدم اسمش را نشنیده بودم. هنرپیشه بود و به همراه همسرش موسس کافه کوچینی. او بود که صدای فرهاد را جایی شنید و از او دعوت کرد به بلک‌کتز شهبال شب‌پره بپیوندد و در کوچینی اجرا کند.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
این #برانداز ها و #منافقین داخلی و خارجی مشکلشون اینجاس که نمیدونن #شهید یعنی چی. وگرنه بدیهیه #انقلابی که بیش از سیصد هزار شهید داده، شکست ناپذیره.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
ببخشید آقای مهندس یکم گرون نیست اینجوری ؟🤔🤔,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
محبوب من! در یک دنیای موازی در میان مردم نامی ندارم. نامم را فقط تو می‌دانی و آن را فقط از زبان تو می‌شنوم.#دنیای_موازی,"0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
"
نعشه ی شعرم ولی دارم خماری میکشمگوشه دنج اتاقم بی قراری میکشمتکه های خاطراتم را کنارم چیده امپشت عکس یادگاری،یادگاری میکشمروزگارم رااگریک روز نقاشی کنمیک قفس با خاطرات یک قناری میکشممثل گربه دور دیزی بی قرارو باحیاباهمه دارایی ام درد نداری میکشم,"0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
"
چون خودش شاگرد عاغای طوسی بوده قراره بچه هاش هم برن کلاس خصوصی صوت و لحن با طوسی تمرین کنن,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
#فیفا اجاره روزه گرفتن به داوران #جام_جهانی رو نمیدهاگر دیدین فغانی بدبختو مجبور کردن که انصراف بده هنگ نکنیناز اینا هیچی بعید نیست,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
اونجاش ستمه كه ميري رستوران ميگي سالاد بدون مرغ و گوشت ميخوام يا مثلا فلان غذا رو بدون گوشت و كالباس بيارين انگار فحش خواهر و مادر و همه فك و فاميلشونو داديم!,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
کیا موافقن این زیاده گه میخوره؟؟؟,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
یکی خودت تو بیگه چطو,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
سلام جناب ایرج عزیز دلدر اینکه برای تطهیر خود و حزب خود تلاش میکنند شکی نیست، اما مردم هوشیار شده اند، یه موضوع جالب اینه که این کلاب هاوس باعث میشه مردم با هر طرز فکری با هم صحبت کنند و هم تنور انتخابات داغ میشه، هم باعث مودت بین مردم میشه، حقیقتا من به فال نیک میگیرم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
اگر مجموعه آموزش و پرورش در کشور به این نتیجه رسید که آموزش مسائل جنسی و.. در مدارس ایران امری ضروری است، می‌تواند راهکار متناسب با عرف جامعه برای آن پیدا کند و با تصویب مصوبات مورد نیاز نسبت به اعمال آن اقدام نماید. لیکن تعهد به اجرای سند ۲۰۳۰ که با نگاه غربی تدوین شده، خطا است.,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
چون حالم خوبه به ۳ نفر ب قید قرعه نود میدم,"0. 1. 0. 1. 0. 0. 0. 0. 0. 0.
"
امیدوارم که هر جا هستی عالی باشی وجور بشه بری و نوش باشی و همیشه لبخند به لبهات,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
خمینی با دجالگری و فریب، با انتخاباتی به شیوه خودش، انقلاب مردم را دزدید و حکومت فاشیستی خودش را برسرکار آورد. ولی مجاهدین بلافاصله با افشای جنایات خمینی، خواسته واقعی مردم را دنبال کردند و تا امروز قیمتش را دادند. #آری_به_جمهوری_دمکراتیک #مریم_رجوی,"0. 0. 0. 0. 1. 0. 0. 0. 0. 1.
"
خدایش بیامرزد که مظهر هنر و مقاومت برای آزادی وطن و همچنین سمبل وفا به خواهر مریم و مجاهدین خلق بود. و اغراق نیست که عاشق سردار آزادی، برادر مسعود بود. یاد پر مهر و تعهدش گرامی‌ باد! #آری_به_جمهوری_دمکراتیک aster esus openhagen ondon rsenal @omensights,"0. 1. 0. 0. 1. 0. 0. 0. 0. 0.
"
واای اینو تازه دیدم اتفاق,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
12 فروردین تجلی چنگ زدن به ریسمان الهی ومتفرق نشدنش با خون هایی که ریخته شده است می باشد#نظام_مردم,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
تجاوز روانی یعنی نبودن امنیت روانی یعنی ترس از اینکه با اونی که دوسش داری بری‌بیرون نگیرنت تجاوز روانی یعنی #گشت_نسبت ، #گشت_ارشاد :),"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
مسیح علینژاد پاچه همرزمانش در خط مقدم جنگ علیه جمهوری اسلامی را گرفت... سر خط خبرها😂,"0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
"
دسته بعدی اونایی که ۱۸ تا دوس‌دختر/دوس‌پسر همزمان دارن,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
مثال:صوتمون -&gt; سوتمونقوتِ مون -&gt; قوتموناوکزاسیون -&gt; اپوزیسیونلعنتی خب چرا باید تایپوگرافی درست کنی و اینطور برینی؟,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
اینطوری باشه نقطه مقابل این حرف شما میشه پسر و زن انتخاب نکنه چون دوست پسر سابق,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
اسکرین شات چتت با فرید مدرسی رو بذار سریع‌تر.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
جالبتر میشه وقتی میفهمی خودت بودی ؛)),"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
چرا سه ساعت پیش سفید و طلایی بود الان سیاه و آبی شده,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
آدم تن فروش باشهزن حججی نشه هر برادری رسید کرد توش,"0. 0. 0. 1. 0. 0. 0. 0. 0. 1.
"
بستگی به این داره ک ملاکت از خوب بودن چیه,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
امام راحل از همان ابتدا تاکید فراوانی بر استقرار نظام حکومتی جمهوری اسلامی داشتند، به طوری که برجمهوری اسلامی نه یک کلمه کمتر و نه یک کلمه بیشتر تاکید کردند.#نظام_مردم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
لباس فرم دانش آموزان #دبیرستانی سال تحصیلی ۹۷_۹۸ رو نمایی شد.#نه_به_تجاوز_سراسری,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
همونطور که چتری به خیلی از دخترا نمیاد این پالتو بلندای مردونه ام به خیلی از مردا نمیاد,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
یه چیزایی هم هست که شاید هیچوقت نفهمینمثلا اینکه چقد یه‌ نفر صداتونو گوش کردهچقد عکساتونو نگاه کردهیا اینکه چقد دوستتون داره❤️,"0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
"
الان به جايي رسيديم كه ميگن بكن تا كرده نشيموضوعشم فرق ندارهشما فقط بكن,"0. 0. 0. 0. 0. 0. 1. 0. 0. 1.
"
سعید طوسی هایی که در کشور کنترل نمی شوندبراستی به کدام علت مجازات نمی شوند؟ایا مجازات لواط در اسلام اعدام نیست؟ پس اینهمه تاخیر برای چه؟,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
نه واقعی هستن ؛ یبار خواستن همکارمون رو دفترشون برای آشنایی به قول خودشون,"1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
"
✨بهتر است بر خودت غلبه كنى تا اينكه هزار نبرد را فتح كنى، در آن صورت پيروزى از آن تو خواهد بود و هيچكس نميتواند آن را از تو بگيرد.,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
نیوتون خدا بیامرز چ داش مشتی بوده,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
همون کسی که خودش حتی نمیدونه سیاست چیه,"0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
"
به غیر از ضعف مشهود عمق دفاع، یه نکته مثبتی که به چشم میومد سرعت بالای پاسکاری تیم ما بود که به وضوح بهتر شده بود.,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
نقش اون بايد ميدادن پژمان جمشيدي بازي كنه,"0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
"
"بر شانه پرتوان 12 فروردین، عرش جمهوری اسلامی را نهادیم، به سنگینی 98,2 درصد آرای این ملت#نظام_مردم #روز_جمهوری_اسلامی","0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
خب حالا بعدش چی میشه؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
امپرازول یا مترونیدازول بخور,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
من نميدونم اين حجم از عقده نسبت به مسيح علينژادو فيلمى كه از تجاوز به دانش آموزان معين ٢ پخش شد از كجا مياد آقا در هر جناحى كه باشى شعور اجتماعيت بايد بر هر ديدگاه سياسى كه دارى غلبه كنه و به جاى اين همه حواشى كه آره نبايد تا قبل از دادگاه چهره ى شخص خاطى نشون داده بشه و فلان و,"0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
"
در نظام جمهوری اسلامی، به رأی و نظر یکایک مردم ارج گذاشته می شود و حاکمانِ برخاسته از میان مردم مسلمان، در جهت تحقق آرمان های اسلامی کوشش می کنند#نظام_مردم,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
فساد مختص به قشر هنری نیست، بلکه در همه‌ی اقشار اگر بیشتر نباشه کمتر هم نیست. اما مسئله‌ای که باعث میشه این امر در قشر هنری خیلی به چشم بیاد اینه که آیا شما از زندگی خصوصی کارمند فلان اداره با خبری؟ یا آیا از زندگی خصوصی هنرمند مورد علاقه یا حتی غیر موردعلاقه‌ت؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
📍شکفتن گل ایمان را بر شاخسار زمانشادمانه جشن می گیریم و جاده های آفتابیاستقلال را با گام هایی از جنس اراده وخودباوری می پوییم.#نظام_مردم,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
بیشترین مدال المپیک در تاریخ ایران▫️ایران در سال ۱۳۹۱ توانسته است بیشترین مدال المپیک را در تاریخ خود ثبت نماید#نظام_مردم,"0. 0. 0. 1. 1. 0. 0. 0. 0. 0.
"
وای من عاشق این فامیلام چه هیجان انگیزه منم بزودی حتما میفرستم چقدر حلقه دور نگفته چند سال ؟,"0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
"
واقعا خوشحالم براشون👏👏👏😜 مبارکشون باشه,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
خداقوت به شما و تیم گاندو به امید درخشش بیشتر در فصلهای بعد,"0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
"
